height,length,width,driveline,engine,gears,transmission,cty,fuel_type,hwy,id,make,model_year,year,hp,torque,model,km_per_l_cty,km_per_l_hwy
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord EX-L Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162,Honda Accord Coupe,7.400881057268723,10.92511013215859
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,5,Automatic,19,Gasoline,28,2010 Honda Accord EX-L V-6 Coup AT,Honda,2010 Honda Accord Coupe,2010,271,251,Honda Accord Coupe,6.696035242290749,9.86784140969163
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord EX Coup,Honda,2010 Honda Accord Coupe,2010,190,162,Honda Accord Coupe,7.75330396475771,10.92511013215859
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord LX-S Coup AT,Honda,2010 Honda Accord Coupe,2010,190,162,Honda Accord Coupe,7.400881057268723,10.92511013215859
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord LX-S Coup,Honda,2010 Honda Accord Coupe,2010,190,162,Honda Accord Coupe,7.75330396475771,10.92511013215859
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,25,2011 Nissan 370Z Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,25,2011 Nissan 370Z Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,25,2011 Nissan 370Z Touring Roadster,Nissan,2011 Nissan 370Z Roadster,2011,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,25,2011 Nissan 370Z Touring Roadster AT,Nissan,2011 Nissan 370Z Roadster,2011,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,25,2010 Nissan 370Z Touring Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,25,2010 Nissan 370Z Roadster,Nissan,2010 Nissan 370Z Roadster,2010,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,25,2010 Nissan 370Z Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
45,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,25,2010 Nissan 370Z Touring Roadster AT,Nissan,2010 Nissan 370Z Roadster,2010,332,270,Nissan 370Z Roadster,6.343612334801763,8.810572687224669
143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,6,Manual,21,Gasoline,30,2011 Audi A3 2.0 T,Audi,2011 Audi A3,2011,200,207,Audi A3,7.400881057268723,10.572687224669604
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2011 Nissan 370Z Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,19,Gasoline,26,2011 Nissan 370Z Touring Coupe AT,Nissan,2011 Nissan 370Z Coupe,2011,332,270,Nissan 370Z Coupe,6.696035242290749,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2011 Nissan 370Z Touring Coupe,Nissan,2011 Nissan 370Z Coupe,2011,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
143,196,203,Front-wheel drive,Audi 2.0L 4 cylinder 200 hp 207 ft-lbs Turbo,6,Manual,21,Gasoline,30,2010 Audi A3 2.0 T,Audi,2010 Audi A3,2010,200,207,Audi A3,7.400881057268723,10.572687224669604
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,19,Gasoline,26,2010 Nissan 370Z Touring Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270,Nissan 370Z Coupe,6.696035242290749,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2010 Nissan 370Z Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2010 Nissan 370Z Touring Coupe,Nissan,2010 Nissan 370Z Coupe,2010,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,52,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,19,Gasoline,26,2010 Nissan 370Z Coupe AT,Nissan,2010 Nissan 370Z Coupe,2010,332,270,Nissan 370Z Coupe,6.696035242290749,9.162995594713657
147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6,Manual,21,Gasoline,31,2012 Audi A4 Sedan 2.0 T Quattro,Audi,2012 Audi A4 Sedan,2012,211,258,Audi A4 Sedan,7.400881057268723,10.92511013215859
147,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8,Automatic,21,Gasoline,29,2012 Audi A4 Sedan 2.0 T Quattro AT,Audi,2012 Audi A4 Sedan,2012,211,258,Audi A4 Sedan,7.400881057268723,10.220264317180618
147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6,Manual,21,Gasoline,31,2011 Audi A4 Sedan 2.0 T Quattro,Audi,2011 Audi A4 Sedan,2011,211,258,Audi A4 Sedan,7.400881057268723,10.92511013215859
147,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8,Automatic,21,Gasoline,29,2011 Audi A4 Sedan 2.0 T Quattro AT,Audi,2011 Audi A4 Sedan,2011,211,258,Audi A4 Sedan,7.400881057268723,10.220264317180618
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,29,Gasoline,38,2012 Ford Fiesta S Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,Ford Fiesta Sedan,10.220264317180618,13.392070484581499
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,29,Gasoline,38,2012 Ford Fiesta SE Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,Ford Fiesta Sedan,10.220264317180618,13.392070484581499
193,57,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,29,Gasoline,38,2012 Ford Fiesta SEL Sedan,Ford,2012 Ford Fiesta Sedan,2012,120,112,Ford Fiesta Sedan,10.220264317180618,13.392070484581499
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,38,Gasoline,37,2011 Ford Fiesta Sedan S,Ford,2011 Ford Fiesta Sedan,2011,120,112,Ford Fiesta Sedan,13.392070484581499,13.039647577092511
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,28,Gasoline,37,2011 Ford Fiesta Sedan SE,Ford,2011 Ford Fiesta Sedan,2011,120,112,Ford Fiesta Sedan,9.86784140969163,13.039647577092511
193,57,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,28,Gasoline,37,2011 Ford Fiesta Sedan SEL,Ford,2011 Ford Fiesta Sedan,2011,120,112,Ford Fiesta Sedan,9.86784140969163,13.039647577092511
167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,5,Automatic,21,Gasoline,30,2011 Volvo C30 R-Design AT,Volvo,2011 Volvo C30,2011,227,236,Volvo C30,7.400881057268723,10.572687224669604
167,168,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,6,Manual,21,Gasoline,29,2011 Volvo C30 R-Design,Volvo,2011 Volvo C30,2011,227,236,Volvo C30,7.400881057268723,10.220264317180618
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,5,Automatic,21,Gasoline,30,2010 Volvo C30 R-Design AT,Volvo,2010 Volvo C30,2010,227,236,Volvo C30,7.400881057268723,10.572687224669604
167,155,247,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,6,Manual,21,Gasoline,29,2010 Volvo C30 R-Design,Volvo,2010 Volvo C30,2010,227,236,Volvo C30,7.400881057268723,10.220264317180618
147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6,Automatic,21,Gasoline,27,2010 Audi A4 Sedan 2.0 T Quattro AT,Audi,2010 Audi A4 Sedan,2010,211,258,Audi A4 Sedan,7.400881057268723,9.515418502202644
147,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6,Manual,22,Gasoline,30,2010 Audi A4 Sedan 2.0 T Quattro,Audi,2010 Audi A4 Sedan,2010,211,258,Audi A4 Sedan,7.75330396475771,10.572687224669604
172,123,234,Front-wheel drive,Volvo 2.4L 5 Cylinder 168 hp 166 ft-lbs,5,Automatic,21,Gasoline,29,2010 Volvo S40 2.4i AT,Volvo,2010 Volvo S40,2010,168,170,Volvo S40,7.400881057268723,10.220264317180618
190,123,234,All-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,5,Automatic,20,Gasoline,27,2010 Volvo S40 R-Design AT AWD,Volvo,2010 Volvo S40,2010,227,236,Volvo S40,7.048458149779735,9.515418502202644
156,95,248,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8,Automatic,21,Gasoline,29,2012 Audi A4 Avant 2.0 T,Audi,2012 Audi A4 Avant,2012,211,258,Audi A4 Avant,7.400881057268723,10.220264317180618
156,95,214,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8,Automatic,21,Gasoline,29,2011 Audi A4 Avant 2.0 T,Audi,2011 Audi A4 Avant,2011,211,258,Audi A4 Avant,7.400881057268723,10.220264317180618
155,95,34,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6,Automatic,23,Gasoline,30,2010 Audi A4 Avant 2.0 T,Audi,2010 Audi A4 Avant,2010,211,258,Audi A4 Avant,8.105726872246697,10.572687224669604
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,23,Gasoline,32,2011 Honda Accord EX Coup,Honda,2011 Honda Accord Coup,2011,190,162,Honda Accord Coup,8.105726872246697,11.277533039647578
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,22,Gasoline,33,2011 Honda Accord LX-S Coup AT,Honda,2011 Honda Accord Coup,2011,190,162,Honda Accord Coup,7.75330396475771,11.629955947136565
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,6,Manual,17,Gasoline,26,2011 Honda Accord EX-L V-6 Coup,Honda,2011 Honda Accord Coup,2011,271,251,Honda Accord Coup,5.991189427312776,9.162995594713657
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,23,Gasoline,32,2011 Honda Accord LX-S Coup,Honda,2011 Honda Accord Coup,2011,190,162,Honda Accord Coup,8.105726872246697,11.277533039647578
152,240,57,Front-wheel drive,Honda 3.5L 6 Cylinder 271hp 251 ft-lbs,5,Automatic,19,Gasoline,29,2011 Honda Accord EX-L V-6 Coup AT,Honda,2011 Honda Accord Coup,2011,271,251,Honda Accord Coup,6.696035242290749,10.220264317180618
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,22,Gasoline,33,2011 Honda Accord EX Coup AT,Honda,2011 Honda Accord Coup,2011,190,162,Honda Accord Coup,7.75330396475771,11.629955947136565
152,240,57,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,22,Gasoline,33,2011 Honda Accord EX-L Coup,Honda,2011 Honda Accord Coup,2011,190,162,Honda Accord Coup,7.75330396475771,11.629955947136565
193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,29,Gasoline,38,2012 Ford Fiesta SE Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112,Ford Fiesta Hatchback,10.220264317180618,13.392070484581499
193,226,186,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,29,Gasoline,38,2012 Ford Fiesta SES Hatchback,Ford,2012 Ford Fiesta Hatchback,2012,120,112,Ford Fiesta Hatchback,10.220264317180618,13.392070484581499
193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,28,Gasoline,37,2011 Ford Fiesta Hatchback SE,Ford,2011 Ford Fiesta Hatchback,2011,120,112,Ford Fiesta Hatchback,9.86784140969163,13.039647577092511
193,226,160,Front-wheel drive,Ford 1.6L 4 Cylinder 120 hp 112 ft-lbs,5,Manual,28,Gasoline,37,2011 Ford Fiesta Hatchback SES,Ford,2011 Ford Fiesta Hatchback,2011,120,112,Ford Fiesta Hatchback,9.86784140969163,13.039647577092511
58,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord LX Sedan,Honda,2010 Honda Accord Sedan,2010,177,161,Honda Accord Sedan,7.75330396475771,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord LX Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161,Honda Accord Sedan,7.400881057268723,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord LX-P Sedan,Honda,2010 Honda Accord Sedan,2010,177,161,Honda Accord Sedan,7.75330396475771,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord LX-P Sedan AT,Honda,2010 Honda Accord Sedan,2010,177,161,Honda Accord Sedan,7.400881057268723,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord EX Sedan,Honda,2010 Honda Accord Sedan,2010,190,162,Honda Accord Sedan,7.75330396475771,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord EX Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162,Honda Accord Sedan,7.400881057268723,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Manual,22,Gasoline,31,2010 Honda Accord EX-L Sedan,Honda,2010 Honda Accord Sedan,2010,190,162,Honda Accord Sedan,7.75330396475771,10.92511013215859
195,66,54,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5,Automatic,21,Gasoline,31,2010 Honda Accord EX-L Sedan AT,Honda,2010 Honda Accord Sedan,2010,190,162,Honda Accord Sedan,7.400881057268723,10.92511013215859
195,71,54,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5,Automatic,19,Gasoline,29,2010 Honda Accord EX V-6 Sedan,Honda,2010 Honda Accord Sedan,2010,271,254,Honda Accord Sedan,6.696035242290749,10.220264317180618
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,20,Gasoline,29,2011 Toyota Avalon,Toyota,2011 Toyota Avalon,2011,268,248,Toyota Avalon,7.048458149779735,10.220264317180618
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,20,Gasoline,29,2011 Toyota Avalon Limited,Toyota,2011 Toyota Avalon,2011,268,248,Toyota Avalon,7.048458149779735,10.220264317180618
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,26,2009 Nissan 370Z Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,7,Automatic,18,Gasoline,26,2009 Nissan 370Z Touring Coupe AT,Nissan,2009 Nissan 370Z Coupe,2009,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2009 Nissan 370Z Touring Coupe,Nissan,2009 Nissan 370Z Coupe,2009,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
35,150,57,Rear-wheel drive,Nissan 3.7L 6 Cylinder 332 hp 270 ft-lbs,6,Manual,18,Gasoline,26,2009 Nissan 370Z Coupe,Nissan,2009 Nissan 370Z Coupe,2009,332,270,Nissan 370Z Coupe,6.343612334801763,9.162995594713657
205,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,19,Gasoline,28,2010 Toyota Avalon XL,Toyota,2010 Toyota Avalon,2010,268,248,Toyota Avalon,6.696035242290749,9.86784140969163
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,19,Gasoline,28,2010 Toyota Avalon XLS,Toyota,2010 Toyota Avalon,2010,268,248,Toyota Avalon,6.696035242290749,9.86784140969163
206,155,57,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,19,Gasoline,28,2010 Toyota Avalon Limited,Toyota,2010 Toyota Avalon,2010,268,248,Toyota Avalon,6.696035242290749,9.86784140969163
191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6,Manual,22,Gasoline,33,2011 Toyota Camry,Toyota,2011 Toyota Camry,2011,169,167,Toyota Camry,7.75330396475771,11.629955947136565
191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6,Automatic,22,Gasoline,32,2011 Toyota Camry AT,Toyota,2011 Toyota Camry,2011,169,167,Toyota Camry,7.75330396475771,11.277533039647578
191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6,Manual,22,Gasoline,33,2011 Toyota Camry LE,Toyota,2011 Toyota Camry,2011,169,167,Toyota Camry,7.75330396475771,11.629955947136565
191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6,Automatic,22,Gasoline,32,2011 Toyota Camry LE AT,Toyota,2011 Toyota Camry,2011,169,167,Toyota Camry,7.75330396475771,11.277533039647578
191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,20,Gasoline,29,2011 Toyota Camry LE V6,Toyota,2011 Toyota Camry,2011,268,248,Toyota Camry,7.048458149779735,10.220264317180618
186,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6,Manual,22,Gasoline,33,2011 Toyota Camry SE,Toyota,2011 Toyota Camry,2011,179,171,Toyota Camry,7.75330396475771,11.629955947136565
186,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6,Automatic,22,Gasoline,32,2011 Toyota Camry SE AT,Toyota,2011 Toyota Camry,2011,179,171,Toyota Camry,7.75330396475771,11.277533039647578
186,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,20,Gasoline,29,2011 Toyota Camry SE V6,Toyota,2011 Toyota Camry,2011,268,248,Toyota Camry,7.048458149779735,10.220264317180618
191,198,29,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6,Automatic,22,Gasoline,32,2011 Toyota Camry XLE,Toyota,2011 Toyota Camry,2011,169,167,Toyota Camry,7.75330396475771,11.277533039647578
191,198,29,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6,Automatic,20,Gasoline,29,2011 Toyota Camry XLE V6,Toyota,2011 Toyota Camry,2011,268,248,Toyota Camry,7.048458149779735,10.220264317180618
185,181,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,5,Manual,26,Gasoline,36,2012 Ford Focus S Sedan,Ford,2012 Ford Focus Sedan,2012,160,146,Ford Focus Sedan,9.162995594713657,12.687224669603525
185,181,31,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,5,Manual,26,Gasoline,36,2012 Ford Focus SE Sedan,Ford,2012 Ford Focus Sedan,2012,160,146,Ford Focus Sedan,9.162995594713657,12.687224669603525
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,25,Gasoline,35,2011 Ford Focus Sedan S,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,25,Gasoline,34,2011 Ford Focus Sedan S AT,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,25,Gasoline,35,2011 Ford Focus Sedan SE,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,25,Gasoline,34,2011 Ford Focus Sedan SE AT,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,25,Gasoline,35,2011 Ford Focus Sedan SES,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,25,Gasoline,34,2011 Ford Focus Sedan SES AT,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,25,Gasoline,34,2011 Ford Focus Sedan SEL,Ford,2011 Ford Focus Sedan,2011,140,136,Ford Focus Sedan,8.810572687224669,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,24,Gasoline,35,2010 Ford Focus Sedan S,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,24,Gasoline,34,2010 Ford Focus Sedan S AT,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,24,Gasoline,35,2010 Ford Focus Sedan SE,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,24,Gasoline,34,2010 Ford Focus Sedan SE AT,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,24,Gasoline,35,2010 Ford Focus Sedan SES,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,24,Gasoline,34,2010 Ford Focus Sedan SES AT,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,11.982378854625551
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5,Manual,24,Gasoline,35,2010 Ford Focus Sedan SEL,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,12.334801762114537
208,93,186,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4,Automatic,24,Gasoline,34,2010 Ford Focus Sedan SEL AT,Ford,2010 Ford Focus Sedan,2010,140,136,Ford Focus Sedan,8.458149779735685,11.982378854625551
139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,6,Manual,23,Gasoline,31,2011 Nissan Altima Coupe 2.5 S,Nissan,2011 Nissan Altima Coupe,2011,175,180,Nissan Altima Coupe,8.105726872246697,10.92511013215859
139,242,3,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,6,Manual,18,Gasoline,27,2011 Nissan Altima Coupe 3.5 SR,Nissan,2011 Nissan Altima Coupe,2011,270,258,Nissan Altima Coupe,6.343612334801763,9.515418502202644
213,243,69,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,6,Automatic,18,Gasoline,26,2012 Volvo S80 T6 AWD,Volvo,2012 Volvo S80,2012,300,325,Volvo S80,6.343612334801763,9.162995594713657
